gene	activatedaOPCs_mean	non_activatedaOPCs_mean
4933407H18Rik	1398.448246	1009.738205
Zfhx2as	1683.030375	3321.77899
Tuba3a	957.3187279	932.3030243
Pdgfb	1321.335221	1025.419036
1700029E06Rik	958.9681011	975.8844131
0	1117.210281	1423.154403
0	1874.47035	2539.90071
Ugp2	2338.151464	3681.715405
Zim1	905.242905	1095.953583
Xpr1	3824.026689	3050.741033
Nfatc2ip	2462.729025	2888.01709
4921528I07Rik	907.1336393	1034.939426
Gm1995	1010.758133	1106.084781
Gm9776	1057.603835	950.9996362
Polm	4482.629304	5361.390738
0	1002.512446	1101.238775
Slc6a9	45547.57879	65522.45571
Usp51	1005.819178	906.4212443
Zfp771	22984.62043	36528.28986
Cyp2j13	1018.215653	977.6385019
Nlrc5	1151.59882	1023.970242
Hmgn5	1844.533264	2275.268924
Fmn2	3461.621193	6625.127081
Nalcn	1368.050371	2181.659243
Inpp5b	10991.33791	19197.9239
Nudt18	964.7158809	1057.543207
0	1142.584715	841.8559562
Krtap4-2	979.5633929	837.7096162
Ccdc54	872.5032114	885.7737014
Phldb1	65525.64652	65522.45571
LOC100045699	1302.784244	1329.22783
Senp6	1393.389846	1480.581205
ETG10_195139	946.1748469	972.7361448
Faf2	4692.172954	5002.032824
Ccdc21	1144.739724	1123.987374
Fmr1	3676.274546	4151.919748
Prss37	1327.405725	1419.625586
Cdk15	950.6519954	989.7526357
Rsph9	3770.715339	2880.756543
LOC100048625	1130.096908	1136.508758
0	1400.579148	915.6754595
LOC100047753	1143.419857	974.2596498
Sall1	2582.125157	3800.039886
Alx4	999.1506186	1096.169341
Elavl2	938.1056868	940.3663233
Atp5l	7290.397546	6453.135319
Igfbp4	893.4517868	1087.215603
Sfrs3	7554.948175	7804.533071
Uroc1	1159.936794	856.7858388
LOC100046845	1987.156564	841.9068567
0	895.2925168	831.0914976
Mep1b	840.6227293	793.442361
Gtpbp10	1079.036385	1366.211611
0	962.0723821	1112.211862
Zfp826	973.3511596	958.135329
Pira3	1041.401066	1036.029802
Gm2899	854.5619389	1024.736772
Rps8	65378.54866	57242.52086
0	1069.607587	1007.575776
AI413194	2895.312879	1472.977757
0	879.8425932	960.1046305
Slc41a1	1041.13669	1313.25531
1700021K14Rik	920.7607482	876.1439281
Oxsr1	1545.874105	2046.543824
Prb1	1062.124912	1161.020656
Olfr1243	1070.791305	1019.582295
4930555K05Rik	1121.257988	971.156661
0	25525.32823	22110.49414
Ccdc155	1000.456786	954.92625
Gm13157	1228.406818	1367.838129
Rrp7a	7255.393211	5428.749033
Siah1a	1370.357417	1189.652366
Prim2	2169.520711	2727.1871
Ifna5	1086.594398	1011.99552
Cyp21a1	850.3339241	900.7565324
Bola3	9991.511489	3128.689114
Gm4430	1194.733932	958.781131
Ercc2	4478.809075	5357.792095
Prr18	29095.83796	58125.88614
BC055308	1562.60617	1637.631686
Olfr1289	1091.951526	898.1351638
Gm10325	1123.034488	1052.915351
Gzme	981.3613104	1369.20339
Gm410	3417.292204	5983.738871
Olfr420	1039.484301	1110.562044
Wdr13	1201.673927	886.8087824
Enah	1069.266293	1272.532456
Vps13a	1553.634564	1265.139138
Zap70	1039.910395	1010.062876
Tgm1	1113.911511	910.055609
Gm6711	2104.861539	2193.0169
Zfp322a	2968.039989	3387.276652
Naip5	65117.3233	65522.45571
0610010F05Rik	1119.409931	1109.101069
Pomt2	1440.115136	2141.986805
Bre	3473.331039	3116.701352
Gm2045	2167.905389	2748.322838
Zfp2	1015.303836	1245.716507
0	883.8803971	848.3782543
Hist1h2bp	1139.128617	924.6990688
Scn4b	925.2085968	1018.372529
Fam166b	886.602555	788.8607033
Kcnj16	1260.300275	1014.536257
Gm3238	1173.009487	1579.795616
Tmod1	5257.233311	6423.172429
Sppl3	1338.855241	1209.988539
Serpina11	1129.923956	1074.525216
2310021P13Rik	20455.83013	31256.8061
0	882.75964	864.6817395
0	941.6700596	943.7093757
Gm10621	1082.414949	1012.950709
Atrnl1	898.4017475	905.9183338
Gm6531	936.9660989	914.1319424
Kcnj13	1044.8053	1020.886155
Cacna1b	811.6215846	809.6338452
Slc35b4	1649.254254	1824.696348
LOC100047316	858.3266596	952.96289
Pqlc2	2166.314782	3442.82279
8430408G22Rik	895.6979282	1015.208038
A530010F05Rik	944.6312287	919.4261448
Krt74	893.9019518	957.1924738
Nipal3	884.8901966	1174.49691
0	1084.546956	1167.459268
Itgb6	938.3773518	791.6129519
Sft2d1	2969.713793	4095.624233
Recql5	1024.570466	1021.431092
Mta3	1473.772355	1773.542673
0	18461.26689	14214.67564
Nubp1	3074.716958	2785.325237
Rnase10	1352.815096	1574.113278
Myh11	930.5955089	1018.530184
0	1015.299856	935.0195202
1700011H22Rik	974.074615	990.79066
Egln1	1469.472849	1232.095735
Trim6	935.6283604	1153.539102
Fktn	1063.719305	1660.201759
Tas2r117	949.3008039	1446.662535
Wbp5	2567.345554	3042.482019
Nkain2	1988.921809	3161.872162
Ttll11	1144.988276	1293.227949
Trp63	19657.27536	21274.04743
Gm9677	1235.168309	1306.897947
Spink4	1191.423519	1021.568166
Chi3l1	922.9317036	974.9089014
Zmynd15	1288.130659	1239.977846
4933433C11Rik	891.5067068	957.9199757
0	1044.47392	947.3093529
6720457D02Rik	991.0248379	1070.008375
Pabpc1l2a	881.0240734	1118.09887
D830015G02Rik	979.4102868	1137.535162
LOC100048435	910.7932471	958.1674814
4930455C21Rik	2245.688996	1748.140814
Il1f5	1220.467217	895.3534114
Mapk8	1131.925196	1166.489511
Gpr113	880.6494461	1035.17908
Ngp	1136.456893	1215.695895
LOC100042455	1158.280888	953.6523038
Hpca	1833.121552	2021.298843
Mex3a	1447.643072	1774.080388
0710001A04Rik	1097.194136	1085.025117
Cacna2d4	1100.889875	1505.409476
Rptn	1195.625285	1019.400814
0	1241.939252	1259.637326
Zbtb43	4913.370405	3536.89047
Senp7	1681.986287	2370.085105
Abcc4	1681.672471	1040.734123
0	960.2557036	1155.642
Kif26a	915.139518	850.2917162
Fbf1	1238.708177	1610.583964
Dub1	1171.204175	1199.303397
Cdh20	2889.588996	2925.584314
0	1151.778125	907.9926252
Gstk1	6131.351918	6851.5135
Gm9115	2278.322686	1353.021322
Ccdc80	978.8149804	982.6586681
Sgcd	964.0082721	933.7604364
Gm7945	1098.369051	1244.252727
Lpgat1	1427.821098	2568.788929
Rpph1	971.2150732	1039.033942
1700001J03Rik	1446.608263	1930.030316
Gm5432	916.5058136	873.9463655
LOC100039088	1130.91326	876.2980281
Zfp14	2033.759264	3217.868081
Cytip	1247.938629	983.5997005
B230206H07Rik	1360.01999	3933.523448
2610005M20Rik	989.2074616	925.6651119
Xlr5b	828.9535309	902.379819
0	1133.46081	1248.60626
Jph3	1360.238729	897.9331329
B230369F24Rik	19010.82632	23608.57024
E430010N07Rik	7781.857614	8969.644881
Nsmce2	2357.586207	2462.6429
Gm4434	1082.647519	914.920481
Xpo1	2988.207582	3000.834786
Nhlrc4	1403.407899	2923.138476
0	1326.806411	1329.065024
AU022229	1527.747026	1110.601976
Syt5	1402.040421	1043.336487
Grpel1	10463.54697	6792.465362
Cela3b	1024.288885	930.2487157
Lsm6	1262.021318	1638.043419
Abcb1b	1242.782904	1306.74815
0	912.1371511	1717.697211
Gm2425	869.6316636	1019.030006
Tmpo	836.24165	996.5588162
Kcnt2	1048.222057	895.3403371
Paox	2943.099782	3252.269933
0	2285.938621	2618.537895
Ehd1	18782.21939	20854.82286
Gm8055	19174.27882	25594.90295
Prune2	963.1815463	916.6129505
3010033K07Rik	974.84938	1112.215357
Map3k1	2304.656371	1450.777045
Bai1	888.5801284	893.0843271
D5Ertd422e	993.1148279	891.9039867
Gpat2	891.8176673	1030.617858
Foxr1	984.7797261	1132.055834
Rbm14	1111.137664	1439.930929
Mast2	7390.285425	4736.818876
Gm3167	39268.30275	22790.01924
Gm4979	1912.509132	2174.06831
0	932.4318779	858.8090857
Csf1	1521.893899	1560.664511
Aqp9	847.2144234	913.2397755
Igsf6	1017.421874	930.4595319
Kirrel	966.3596104	951.566029
Mrps26	8348.76415	6018.392929
Dydc2	931.7729164	867.3953448
Gtf2h2	1510.76881	1617.839424
Rfc3	1205.042725	1148.723427
Ngb	879.3710843	865.3020857
V1re4	1007.221662	808.1001595
BC051408	1456.381131	2776.174129
Slc25a28	7989.865686	8135.488619
Vps18	2300.922329	2182.798948
Prrt2	1248.335933	998.3291467
0	962.8170854	1511.751043
Rwdd2a	1305.836242	1255.84198
Sptlc1	4040.408621	4156.126519
A930006I01Rik	1179.716716	1124.873365
Myl6	60377.77918	61685.29595
Dyrk2	960.82407	988.7281838
Nipsnap1	3320.412557	2056.732952
Cpne1	3913.447125	4906.2965
V1rc13	927.4754821	910.436549
0	1255.387802	1200.397623
Tmem38a	2709.966318	3304.051333
Fry	972.4934548	907.8980852
Nupr1	49116.93514	2110.266181
Timm23	10622.1195	7742.018148
0	891.97515	944.1026681
Tshz2	932.9416882	1157.882462
2610301B20Rik	1786.913521	1441.231557
Clec12a	961.4392429	981.8588229
Col3a1	1326.219063	1149.302599
Tm2d1	4953.805207	5106.123305
Gm9791	14994.59045	20619.784
0	892.6283495	924.5321548
Adam28	1006.880905	1215.927933
Nhlrc1	1092.579858	1062.333229
Dio3	966.853302	1002.886192
Nr2c1	2909.168854	3444.464705
ORF61	49624.80214	50167.34138
Rfx1	2141.649471	2021.305076
Cap1	10290.38886	12125.38245
AI314760	997.019955	915.148899
Acot4	1178.848899	826.7639952
Gfral	1018.295287	948.2800029
Lrfn3	2366.496389	1254.565729
Pgpep1	1103.709242	1179.78775
Ogfod1	20333.20885	22755.59953
Lmf2	3330.559289	3177.698138
E130218I03Rik	945.0571536	942.2075638
Rpp25	1274.634327	903.3157902
0	37231.08725	19336.83748
LOC100044375	912.4361671	889.6690338
Kif4	992.9579971	909.5344224
4930594M17Rik	954.0503813	978.4475774
1700111N16Rik	938.4956986	943.8740795
Ptrh2	2831.869536	2954.445081
Trim63	846.1253343	1148.462514
Gm13298	1198.049793	1254.394415
Gm1140	886.4106607	840.3752705
Ccdc28b	9991.123961	19795.1755
Synrg	2981.535768	3153.241476
Hsdl1	1551.227003	1596.627319
0	1131.170607	959.8795186
Atp9a	1955.420032	1997.974124
0	1115.794832	1052.637951
Ccpg1	3669.958996	5065.58719
Klri2	856.0798461	934.5636929
Magix	849.8236736	911.6096281
Gm5576	7736.733911	7788.329814
Dnajc8	2482.083311	3132.233381
Olfr307	838.4993736	997.0652933
Casp3	1102.433306	923.864549
Kap	1104.842094	859.4710688
Spink2	844.3871471	1017.5587
Hs6st2	907.4990002	1102.94749
Parp12	1191.419532	1003.783473
0	8405.695139	8191.965805
Trim47	5313.890536	1392.833052
4930570B17Rik	4202.469618	4029.742433
Gm11519	1819.265982	2143.325662
4930529F24Rik	1083.711747	1203.693653
Tmeff2	30865.52279	48783.36219
Rmnd5b	1809.907829	1747.276138
Sdccag3	1037.057247	924.1461619
0	9752.539236	7733.223762
Naprt1	3188.55545	1890.53539
1700120K04Rik	1013.427984	900.920091
0	1080.889826	812.8032629
Gm6419	1181.832868	935.7886657
Krt80	1140.712758	930.0296995
Bhlhe40	2328.025271	1593.295486
Gm2082	1113.280745	933.2350514
Rfx7	1166.026601	1064.821052
Rab4a	2458.994939	3053.457138
Olfr938	1118.330531	987.7361886
Lct	1173.400924	895.0323676
1700025F24Rik	963.4672093	872.8960533
Taf15	3153.876921	2411.867567
Gm12052	1178.37101	866.6889162
Slamf6	1477.720856	801.6275271
Ccnd2	1439.196746	1129.418398
Tspan11	956.5925479	904.9249552
Slc5a9	826.1899243	985.3445581
Rfx3	987.1466218	1258.159619
0610009L18Rik	891.6248889	891.1025524
D130079A08Rik	939.7403225	936.014251
4932414N04Rik	1062.80694	1190.447663
Olfm1	6693.961271	4158.488333
Ppp1cb	13003.40138	12786.9877
Rbm7	4633.449871	3962.657914
C2cd4d	953.8667543	1038.585804
Gm7967	904.0525021	1053.518667
V1rh7	987.1899064	821.6500757
Cpa5	956.14711	1124.378491
LOC100045939	973.5729268	958.0377005
Bcorl1	1253.743884	2139.979171
0	964.0310639	1021.227999
Nfs1	4321.373925	4096.175238
Gm16387	942.6121418	869.1940948
Taf12	2716.334743	2758.844671
1500011K16Rik	3494.935846	3745.9195
0	810.3583104	935.3503414
Ptpn4	959.3225702	1030.737402
Prdm13	1116.634751	873.8273845
Zfp143	879.4562809	932.2416143
Slc32a1	870.0605184	886.3968329
Mapk15	1063.056318	898.3957776
Gm2545	771.3182421	911.8609133
E230012P03	996.8287118	936.2971695
Bcl11b	831.2035425	859.3717195
Hspa9	19220.25396	9447.986029
LOC100044520	893.6175716	819.1358562
Myeov2	44361.71679	51214.1681
Nfix	3296.920818	3414.264262
Zfp444	988.2634182	1171.242133
Gm13954	886.3881979	893.2258171
0	882.0008793	905.825461
Cngb3	849.0325804	1033.182494
0	55631.67882	33781.56714
Hmcn1	873.6166786	923.3423433
Fscn1	6066.423032	6422.617981
2900041M22Rik	961.5771975	1152.242493
LOC100046443	944.5169518	961.5278071
Polr1c	4713.51433	3431.002112
Pgc	826.7108896	824.7026938
A630071L07Rik	997.4546704	1054.593573
Taf13	4215.734439	4818.067352
A830080H07Rik	790.2955386	835.1569819
Hdac2	1057.252753	1082.467805
Defb19	1160.30917	886.2049852
Gm3806	1460.41583	1904.523533
Zfp518	1016.693475	1164.437784
LOC436100	988.1884555	904.7335852
Ccdc22	5432.192542	9424.815766
4933400F03Rik	1118.876578	963.3135314
Tmem55a	4707.781657	4364.062624
Tmco4	3494.0886	1708.5518
Stc1	929.3747391	1200.240391
1700029H14Rik	965.1607477	1856.479204
Pon1	968.5059739	1043.831076
Cog5	1021.628955	1338.09887
Tcf7	987.8927771	1107.368449
Hagh	5878.9008	6712.05119
Olfr1428	919.7218804	1107.604105
Herc3	2030.711808	1877.401314
Gm3396	1430.650716	987.668159
Rfk	2865.351746	2738.936512
Mucl1	1086.427023	1151.405804
Erp29	26120.65929	25538.26529
AW549542	974.5771275	923.7785205
Grm3	2555.907057	8027.858648
Gm11945	9078.794175	9648.600286
Rai12	4132.776473	3519.544119
Btk	962.5469336	1070.968443
LOC100047790	1247.529807	990.1581574
Scn8a	1063.27075	1036.498279
Glt1d1	1011.355551	1282.069806
LOC100047326	1103.408017	950.0013224
4932442G11Rik	1245.323748	1196.554777
0	1985.464804	2189.189857
LOC100044744	1225.523505	962.8036076
Olfr1209	968.9349243	1266.934029
Rab11fip4	1529.019454	1935.338429
Tcfcp2	2175.273864	2764.733095
Ltbp1	1347.887329	1004.533999
Dennd4b	3530.260596	7788.333862
Lsm3	2968.072225	2883.639062
Sim2	4370.385229	1591.364262
Taar3	1351.103435	875.2793012
Dio1	1315.8281	1180.796074
0	1185.74261	1325.688614
Cyp2s1	1378.94347	1178.639538
Sft2d2	2848.49191	3096.048472
Wnt2b	944.4292346	958.7306074
Klhl32	3455.293232	1945.960795
Orly	1398.505318	1369.40431
Hnrnpul1	2359.028986	1823.139733
Spop	1517.424884	1540.549076
LOC100046390	1006.823283	1020.705929
Actg2	1213.574125	994.108279
Pof1b	1324.825721	1075.697117
Nme5	1020.530166	948.987059
Gstm2	1607.609039	1289.540692
0	1073.705192	1578.895767
Cdsn	963.9741279	823.7796895
Mobkl1b	1886.46845	2516.782843
0	930.3844489	862.9371676
1700097M23Rik	1311.598398	1145.431607
0	1359.144847	1639.57954
Urb1	1467.570184	1235.563081
Trip13	1139.342505	1048.013928
Npas1	1012.756986	965.0035824
Gm3289	840.2124998	1031.998593
Foxred2	1040.256137	1042.136496
Gm3268	876.37731	881.7026286
0	1077.917349	889.3775205
Chmp1a	7712.480964	5577.103517
0	32988.34825	13953.20395
Plec1	1042.617534	1160.56979
Gm4425	22519.84221	47892.16205
Synrg	65525.64652	65522.45571
Tspyl3	1451.066398	1300.601306
Mipol1	1284.715168	1760.177829
Slc3a1	985.1751227	1428.516363
0	1412.539913	2706.281705
Pdlim7	1200.993882	1031.48794
Rfc4	1621.12626	1276.499752
Dlg1	2969.066675	5415.466252
0	1333.035043	1749.596584
Gm15232	987.4135829	1008.563962
Cdv3	1294.258304	1570.52285
LOC635905	969.6531302	1138.930272
D9Ertd115e	1050.730522	7710.82672
Nkx2-3	961.30852	1019.157645
Gm13177	927.026245	887.2472957
F9	1227.627068	1301.212662
LOC100048674	5394.285864	6267.768276
Nub1	7037.725093	6688.565757
Serpine2	1734.659239	1215.443688
Rgs3	5780.782571	8410.607371
0	3379.537293	3834.2092
Glmn	1700.365723	2120.357024
Smarcd3	2232.446286	2809.040724
Bbs10	1088.952034	1188.104492
0	954.697228	939.602131
Fxyd6	4015.03535	1552.192233
Kif5a	10520.66178	8125.113303
LOC100039371	992.7494364	923.5423786
Map3k7	1231.784008	1621.128948
Sirt6	3399.982214	2110.830729
Ntrk3	1863.479314	1167.318156
Ptpn3	922.9025011	952.9458007
Usp40	1593.808288	2448.02099
Gm694	994.557747	973.8194681
Mup21	876.6861091	887.8894048
LOC100046144	1004.824892	950.265716
Olfr1290	928.2698389	1020.88444
Gm16505	1026.212198	989.19487
0	1494.328911	941.45831
Atg12	5575.841318	4639.833205
Thumpd1	6899.774479	11015.26298
AI662245	1132.016391	1086.821294
LOC676212	933.9952973	989.764781
Tmem206	1276.043479	1544.075654
Rab31	13865.1373	12168.66408
Lrrn4	887.0087689	907.8721457
Nmur1	1014.366978	964.0615752
Cnot8	8821.722061	11069.11844
Dnajc11	2052.779226	1826.293291
0	965.0509159	1014.675718
Trav9n-3	891.0327393	936.9354443
AU022934	895.2778763	849.0903852
Nt5c	11784.4959	9459.29099
Ctf2	940.2185263	908.838539
Tas2r139	1028.266858	1044.335564
Klhl8	3222.396218	4550.368767
Haus8	4708.604825	6753.498933
Gng8	3326.355439	5186.14791
Col28a1	863.9927738	1076.02044
0	926.7058404	940.7278433
BC030476	2352.871257	2332.063538
AW011738	960.5717586	923.7699748
4933416E14Rik	878.0497186	899.6425805
0	890.3578325	897.4188033
Wdr4	3246.967243	2827.474314
1700022C21Rik	1821.131247	1775.895117
Als2	1331.736765	1294.137553
0	1264.312702	1206.667461
Sp110	1372.672294	1032.92774
Trim11	12802.78121	16342.06677
Tdrd3	3329.068721	4170.344657
Setx	6666.397571	10139.9395
Tmed10	60535.87825	62977.93067
Diablo	1260.42971	1347.69335
Mobkl3	4081.93754	4225.13658
Mmd2	2342.878486	2240.994957
Masp2	969.5637214	955.7343719
Tmem90a	910.6070423	814.0616576
9530051G07Rik	829.4591736	891.6582464
Dgat2l6	1068.81138	1026.174683
Xpo6	1884.215047	3018.375447
App	65515.13509	64986.25619
4930579K19Rik	967.3180711	872.4301676
Olfr1199	898.6201536	895.1398405
0	4870.086682	6573.910005
LOC100044336	895.5289446	928.6281857
0	65498.09963	62116.77748
Ythdc1	11855.47438	21821.67943
Gm3006	837.8394495	854.4771429
Cyp2j8	904.6590268	882.3346486
Nr4a3	917.7712927	971.2060634
Poln	1014.157267	1118.286144
4930554G24Rik	856.7296589	1095.976975
Sp6	895.8765289	952.7900986
Chmp2b	2114.802836	2595.073795
Olfr1317	913.6774575	939.963731
Gm7844	828.3006641	915.3347743
LOC100046308	838.3457129	887.1543467
0	859.7107727	956.7855833
Smpd1	31939.30761	27832.39795
Sh3bgrl2	1331.427244	1292.392903
0	62046.82895	65014.06838
Cdk14	1753.592211	1420.402521
Gm6404	35284.47439	22241.2896
Olfr1256	1094.238292	872.0179586
Cxcl1	1155.231639	949.3954529
0	2336.923771	1457.090334
Gm10266	1191.336323	824.2781629
Tmem117	2574.107121	3276.493219
0	1205.199529	1248.770571
Gm2969	1076.258085	853.6007343
Coro1c	28079.17164	18722.62052
Mef2a	1527.747969	1369.481795
Gps2	7922.080825	4505.589381
Nup50	2252.273742	1810.851342
1110013I04Rik	1027.79561	855.9988524
4933404G15Rik	917.9461846	832.0160557
EG240055	13398.07758	12952.1722
Pum1	5429.066618	4783.502314
Ccl8	864.5649754	936.2835648
5430427O19Rik	1319.532644	1178.219231
0	2681.775821	1949.462557
Usp54	2725.314689	3931.556624
0	1212.625314	1413.985595
Itga2	1300.748718	1225.232582
Olfr1046	966.8785489	1059.908604
1200014J11Rik	1179.534864	1243.338408
Cisd3	4428.044468	4707.098176
0	1210.336863	1119.842537
Noxa1	1054.538865	1098.108124
Slc5a5	893.36804	1023.879206
Lgr4	927.3483389	949.4922021
Atp5j	16688.86123	16657.7085
Htr4	885.508458	963.7845971
L3mbtl	881.7992961	932.3060319
Crispld2	2116.772027	1865.536195
Klk6	4131.330143	8282.187348
LOC100047530	879.5750107	945.7238217
8430406P12Rik	882.6317391	1287.84181
Igk-C	890.0821859	1016.258726
Lpgat1	10326.00614	26724.46376
Fbxl16	3396.045082	2003.299881
Gm12789	958.0675029	915.9897757
0	1428.749765	1210.098233
Hist1h2an	36805.274	16157.54829
Hsf2bp	936.1081636	861.9978
BC048355	1789.735393	1485.753886
Igh-VJ558	974.5716605	778.0180186
BC048599	943.606431	933.0678621
Havcr2	893.0250961	793.3223348
Krtcap3	1285.464911	2149.413348
0	911.9285239	814.8059486
Nudcd1	937.6492045	924.9311033
Sertad4	879.0923286	940.3943505
0	47677.40307	21579.28943
LOC100044611	1039.012256	1129.919768
2310047N11Rik	1032.063025	999.5459043
Mtus1	4166.312757	6406.811633
Nefm	1038.8476	941.4378017
Map2k7	2148.798564	2894.830314
6430573F11Rik	1064.539398	1938.187917
0	2052.839175	2693.240286
2810471M01Rik	847.4206368	873.7530481
Cbfa2t2	4681.769679	9792.675257
Phldb2	1458.377989	2166.026367
Mapk1	1936.295655	2301.992567
Olfr148	912.4625914	993.8418733
BC048562	986.6338314	1024.148607
Cdk4	5469.407761	3381.840762
1700028P14Rik	1007.484347	907.8368981
Slc12a5	1199.287379	1035.049474
Npvf	1049.459737	1043.268782
0	1313.874416	1086.361994
Gm3652	7454.068068	8479.701876
Oaz3	1004.363372	987.5824405
LOC100039181	9818.670354	19136.20236
Eri1	1064.833943	1460.329694
Slc9a6	1750.500711	2106.549538
Nov	1780.652221	1525.095317
Atg5	2525.805961	1989.354524
Dclk2	3352.701564	2451.826243
Gm9000	57418.31757	46143.08967
Itgb6	1157.765673	897.2916348
Plk1s1	3075.250193	5041.287819
0	1262.466008	1528.899684
Tm6sf2	1400.459027	1435.615712
Rps6kc1	1236.88213	1636.497773
0	1764.506595	1878.950757
A230001M10Rik	2139.375171	5441.695752
Rhbdf2	1020.902309	948.615485
LOC100048136	1023.714673	1001.23073
Gm7596	1161.164197	1011.186612
Tsga14	1441.032851	1249.345637
Ang2	1440.586699	1006.514802
Scn8a	2918.316274	2488.807988
Trpc4ap	35672.82539	45299.23219
Gm2633	1211.126547	1210.981788
C77713	1819.885686	1904.026652
Klhdc9	1267.311101	1001.368864
Tmem30c	1034.364431	877.9314676
D230040A04Rik	1228.996064	1416.787557
1700048B10Rik	986.297365	907.0697967
F830223B06Rik	1347.600216	1082.105846
0	18735.44854	15557.83033
Chdh	1200.752172	981.9915267
Psd	929.7998891	838.2352624
Tmed8	1684.847145	2468.8761
Asxl3	1059.042069	1124.284825
Tmcc2	2348.979589	3769.616457
0	1035.695961	1356.305708
Gm16524	1081.906056	1307.583695
Dars	2227.051439	2183.796557
Rgs7	932.11528	1191.821934
Rexo2	3351.772632	3799.946114
Gm13999	1160.248191	816.7849107
Epha7	912.1196089	885.9556948
Ldha	2629.918041	3265.058029
Kif17	1275.323723	1463.101914
Ccdc67	872.5909314	865.2853924
Gm2761	1175.288362	1681.981019
Bax	17936.76284	9217.384562
Itln1	869.5871596	1289.14183
4930473O22Rik	929.7287279	957.3388867
Clcn3	15501.00055	19568.19781
Ift88	2975.512657	3426.867414
Tmsb10	8998.213621	4297.521167
Cdkl1	986.9640371	965.1034767
5730494M16Rik	997.9343859	1013.850382
C77681	971.6849268	973.834429
9430077A04Rik	1203.633685	1268.791343
Sprr2a2	1060.878516	989.302606
Col9a3	1221.962199	1403.782803
Sdf2l1	2356.346846	2374.103919
Slc25a14	4157.526039	6764.633981
Osbp2	1237.172518	1271.907401
